channel,angle,window,exp_f1_left,exp_f2_left,exp_L1_left,exp_L2_left,exp_f1_right,exp_f2_right,exp_L1_right,exp_L2_right,act_f1_left,act_f2_left,act_L1_left,act_L2_left,act_f1_right,act_f2_right,act_L1_right,act_L2_right,abs_threshold,warning,error
61,0,12,10,11,30,60,12,13,42,15,10,11,30,60,12,13,42,18,30,1,0
108,0,13,9,10,6,33,12,13,33,12,9,10,9,33,12,13,33,12,15,1,0
28,0,11,9,10,24,36,12,13,57,21,9,10,24,36,12,13,57,21,27,0,0
1,0,14,8,9,6,24,12,13,36,12,8,9,9,24,12,13,36,9,21,1,0
124,0,13,8,9,0,21,12,13,24,9,8,9,3,21,12,13,24,9,15,1,0
47,0,12,9,10,21,33,12,13,48,18,9,10,21,33,12,13,48,18,30,0,0
29,0,16,8,9,18,27,14,15,24,15,8,9,18,27,14,15,24,15,21,0,0
30,0,13,10,11,27,60,12,13,45,18,10,11,27,60,12,13,45,18,30,0,0
58,0,15,9,10,6,27,12,13,27,3,9,10,3,27,12,13,27,0,21,1,0
94,0,12,7,8,0,9,12,13,30,0,7,8,6,12,13,14,6,3,6,1,0
80,0,11,9,10,6,36,12,13,48,12,9,10,9,36,12,13,48,15,30,1,0
4,0,13,9,10,15,33,12,13,39,6,9,10,15,33,12,13,42,12,18,1,0
1,0,11,9,10,30,45,12,13,54,24,9,10,30,45,12,13,54,24,33,0,0
85,0,15,9,10,6,21,14,15,12,6,9,10,9,21,14,15,12,9,12,1,0
98,0,15,9,10,12,18,14,15,18,9,9,10,12,18,14,15,18,9,12,0,0
117,0,15,7,8,0,12,14,15,12,3,7,8,0,12,15,16,9,0,6,1,0
120,0,14,9,10,6,24,12,13,18,3,9,10,9,24,12,13,21,6,9,1,0
27,0,14,8,9,12,18,14,15,21,12,8,9,12,21,15,16,15,0,15,1,0
113,0,11,7,8,0,18,12,13,36,6,7,8,6,18,13,14,12,6,12,1,0
18,0,11,9,10,33,48,12,13,54,15,9,10,33,48,12,13,54,15,39,0,0
43,0,12,9,10,27,36,12,13,51,24,9,10,27,36,12,13,51,27,30,1,0
102,0,14,7,8,0,9,15,16,6,0,7,8,0,12,20,21,3,0,3,1,1
77,0,14,9,10,18,27,12,13,21,6,9,10,18,27,12,13,21,12,18,1,0
45,0,13,10,11,27,57,12,13,42,0,10,11,27,57,12,13,42,0,27,0,0
18,0,16,10,11,6,51,14,15,21,12,10,11,9,51,14,15,21,12,21,1,0
100,0,14,9,10,18,30,12,13,24,15,8,9,12,21,12,13,24,15,18,1,0
28,0,11,9,10,24,36,12,13,57,21,9,10,24,36,12,13,57,21,27,0,0
32,0,12,9,10,18,36,12,13,51,18,9,10,18,36,12,13,51,18,24,0,0
33,0,12,10,11,33,63,12,13,51,24,10,11,33,63,12,13,51,24,33,0,0
17,0,16,8,9,12,18,15,16,15,0,8,9,12,18,15,16,15,3,15,1,0
85,0,13,7,8,0,9,14,15,9,0,7,8,3,12,18,19,3,0,3,1,1
119,0,15,7,8,0,15,14,15,15,6,7,8,0,15,15,16,9,0,9,1,0
106,0,16,8,9,6,15,14,15,15,3,8,9,9,15,15,16,9,0,9,1,0
5,0,13,9,10,6,36,12,13,33,12,9,10,9,36,12,13,33,12,24,1,0
84,0,11,10,11,24,66,12,13,48,15,10,11,24,66,12,13,48,15,36,0,0
27,0,16,8,9,12,21,14,15,24,15,8,9,12,21,14,15,24,15,18,0,0
1,0,14,8,9,6,24,12,13,36,12,8,9,9,24,12,13,36,9,21,1,0
123,0,14,9,10,12,24,12,13,27,3,9,10,15,24,12,13,27,3,15,1,0
23,0,15,9,10,21,30,12,13,36,15,9,10,21,30,12,13,36,15,24,0,0
28,0,12,9,10,18,39,12,13,36,9,9,10,18,39,12,13,36,12,27,1,0
56,0,12,9,10,6,33,12,13,42,12,9,10,9,33,12,13,42,12,27,1,0
12,0,14,9,10,15,30,12,13,42,21,9,10,15,30,12,13,42,21,24,0,0
65,0,13,8,9,18,27,12,13,36,0,8,9,18,27,12,13,36,0,21,0,0
123,0,15,9,10,0,12,13,14,9,6,9,10,3,12,13,14,12,6,9,1,0
118,0,15,7,8,0,15,14,15,18,9,7,8,0,15,15,16,12,3,12,1,0
2,0,16,8,9,0,15,14,15,15,9,8,9,6,15,14,15,18,9,12,1,0
34,0,11,10,11,33,66,12,13,54,24,10,11,33,66,12,13,54,24,36,0,0
38,0,13,10,11,24,60,12,13,39,24,10,11,24,60,12,13,42,24,30,1,0
7,0,16,9,10,12,24,12,13,24,15,9,10,12,24,13,14,18,12,18,1,0
42,0,14,8,9,12,24,12,13,39,18,8,9,12,27,13,14,21,18,21,1,0
121,0,14,10,11,18,48,0,0,0,0,10,11,18,48,11,12,48,6,18,0,1
41,0,14,10,11,24,54,12,13,33,18,10,11,24,54,12,13,33,18,24,0,0
60,0,14,8,9,15,24,13,14,15,12,8,9,15,24,14,15,15,6,15,1,0
109,0,16,7,8,0,12,15,16,9,0,7,8,0,12,15,16,6,0,6,1,0
24,0,12,9,10,6,36,0,0,0,0,9,10,6,36,11,12,63,27,33,0,1
115,0,11,8,9,15,27,12,13,42,0,8,9,15,27,12,13,42,6,24,1,0
67,0,13,9,10,24,36,12,13,30,0,9,10,24,36,12,13,30,6,24,1,0
125,0,16,9,10,0,15,15,16,6,0,9,10,6,15,15,16,6,3,6,1,0
2,0,12,9,10,21,30,12,13,45,18,9,10,24,30,12,13,45,21,24,1,0
70,0,15,10,11,6,48,12,13,27,9,10,11,9,48,12,13,27,9,18,1,0
67,0,13,9,10,24,36,12,13,30,0,9,10,24,36,12,13,30,6,24,1,0
89,0,15,8,9,12,21,13,14,18,15,8,9,15,24,14,15,18,9,18,1,0
47,0,12,9,10,21,33,12,13,48,18,9,10,21,33,12,13,48,18,30,0,0
69,0,15,10,11,18,48,13,14,18,15,9,10,6,21,13,14,18,15,18,1,0
10,0,16,7,8,0,15,15,16,12,0,7,8,6,15,15,16,15,6,9,1,0
47,0,11,7,8,9,21,14,15,18,6,7,8,12,21,14,15,18,6,15,1,0
49,0,12,9,10,27,36,12,13,48,15,9,10,27,36,12,13,48,15,27,0,0
94,0,11,8,9,12,27,12,13,42,3,8,9,15,27,12,13,42,6,21,1,0
83,0,15,9,10,15,21,13,14,18,12,9,10,15,21,13,14,18,12,15,0,0
51,0,16,7,8,0,15,14,15,18,9,7,8,0,15,14,15,18,9,12,0,0
68,0,12,10,11,27,63,12,13,45,15,10,11,27,63,12,13,45,18,33,1,0
111,0,11,8,9,18,33,12,13,42,12,8,9,18,33,12,13,42,12,30,0,0
122,0,12,9,10,0,27,12,13,27,12,9,10,0,30,12,13,27,12,21,1,0
81,0,15,9,10,0,24,14,15,12,6,9,10,3,24,14,15,15,9,12,1,0
6,0,13,10,11,24,54,12,13,33,18,10,11,24,54,12,13,33,18,24,0,0
25,0,16,7,8,0,18,14,15,15,6,7,8,3,18,14,15,15,6,12,1,0
112,0,12,9,10,6,33,12,13,33,0,9,10,9,33,12,13,33,3,27,1,0
67,0,15,9,10,18,24,12,13,27,12,9,10,18,24,12,13,30,12,21,1,0
112,0,14,8,9,9,15,13,14,12,9,8,9,9,18,14,15,12,6,12,1,0
85,0,14,9,10,12,18,14,15,12,0,9,10,12,18,14,15,15,6,12,1,0
9,0,12,8,9,15,27,12,13,48,15,8,9,15,27,12,13,48,18,21,1,0
54,0,12,9,10,24,30,12,13,45,21,9,10,24,30,12,13,45,21,24,0,0
64,0,14,8,9,15,27,12,13,30,18,8,9,18,27,12,13,30,18,24,1,0
14,0,11,10,11,39,69,12,13,39,9,10,11,39,69,12,13,39,12,39,1,0
86,0,16,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
104,0,12,8,9,15,24,12,13,33,9,8,9,15,24,12,13,33,9,21,0,0
18,0,12,9,10,15,39,12,13,48,24,9,10,15,39,12,13,48,24,33,0,0
117,0,12,10,11,15,45,12,13,36,9,10,11,15,45,12,13,36,12,15,1,0
50,0,15,8,9,18,27,12,13,24,9,8,9,18,27,12,13,24,12,18,1,0
41,0,11,10,11,33,66,12,13,42,27,10,11,33,66,12,13,42,27,36,0,0
55,0,12,9,10,24,39,12,13,42,18,9,10,27,39,12,13,42,18,33,1,0
125,0,12,9,10,6,30,12,13,27,6,9,10,3,30,12,13,27,9,15,1,0
62,0,11,8,9,27,33,12,13,42,18,8,9,27,33,12,13,42,18,30,0,0
7,0,13,9,10,18,27,12,13,48,18,9,10,18,30,12,13,48,18,24,1,0
111,0,12,7,8,0,15,13,14,12,0,7,8,6,18,13,14,12,3,9,1,0
85,0,16,9,10,15,18,14,15,15,6,9,10,15,21,14,15,15,9,15,1,0
53,0,15,9,10,18,27,12,13,36,15,9,10,18,30,12,13,36,15,24,1,0
85,0,13,7,8,0,9,14,15,9,0,7,8,3,12,18,19,3,0,3,1,1
51,0,12,9,10,18,39,12,13,45,9,9,10,18,39,12,13,45,12,21,1,0
103,0,13,8,9,15,18,12,13,30,9,8,9,15,18,12,13,30,12,15,1,0
11,0,14,8,9,0,21,14,15,18,9,8,9,6,21,14,15,18,12,18,1,0
92,0,13,9,10,21,30,12,13,30,9,9,10,21,30,12,13,30,9,21,0,0
71,0,13,9,10,15,24,13,14,15,12,9,10,15,24,13,14,18,12,15,1,0
2,0,12,9,10,21,30,12,13,45,18,9,10,24,30,12,13,45,21,24,1,0
35,0,11,10,11,12,60,12,13,51,24,10,11,15,60,12,13,51,24,30,1,0
116,0,15,9,10,0,24,15,16,6,0,9,10,6,27,15,16,9,0,6,1,0
50,0,11,9,10,21,42,12,13,27,21,9,10,21,42,12,13,27,21,24,0,0
46,0,11,9,10,30,39,12,13,54,24,9,10,30,39,12,13,54,27,30,1,0
66,0,15,8,9,18,27,12,13,36,12,8,9,18,27,12,13,36,12,18,0,0
20,0,13,10,11,21,60,12,13,42,24,10,11,21,60,12,13,42,24,30,0,0
124,0,14,8,9,6,18,12,13,27,9,8,9,6,18,14,15,12,6,12,0,1
13,0,12,9,10,3,21,12,13,48,15,9,10,6,21,13,14,18,15,18,1,0
106,0,14,0,0,0,0,0,0,0,0,7,8,0,6,0,0,0,0,0,0,1
123,0,15,9,10,0,12,13,14,9,6,9,10,3,12,13,14,12,6,9,1,0
53,0,13,8,9,15,21,12,13,39,9,8,9,15,21,12,13,42,12,18,1,0
8,0,16,9,10,15,27,12,13,33,6,8,9,15,18,12,13,33,9,15,1,0
86,0,16,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
32,0,13,9,10,21,39,12,13,45,18,9,10,21,39,12,13,45,18,24,0,0
116,0,13,8,9,12,24,12,13,24,12,8,9,12,24,12,13,24,12,15,0,0
23,0,11,9,10,33,42,12,13,45,18,9,10,33,42,12,13,45,18,33,0,0
47,0,14,10,11,12,51,12,13,36,12,10,11,15,51,12,13,36,15,21,1,0
30,0,11,10,11,36,66,12,13,54,18,10,11,36,66,12,13,54,18,36,0,0
119,0,16,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
73,0,16,8,9,18,27,12,13,24,15,7,8,3,21,13,14,18,15,18,1,0
12,0,14,9,10,15,30,12,13,42,21,9,10,15,30,12,13,42,21,24,0,0
116,0,13,8,9,12,24,12,13,24,12,8,9,12,24,12,13,24,12,15,0,0
44,0,15,7,8,0,12,15,16,9,0,7,8,0,12,15,16,12,0,9,1,0
80,0,12,8,9,0,24,12,13,30,9,8,9,0,24,12,13,30,12,15,1,0
37,0,14,9,10,24,36,13,14,24,21,9,10,24,36,13,14,24,21,24,0,0
96,0,12,9,10,12,33,12,13,36,6,9,10,12,33,12,13,36,9,27,1,0
43,0,13,9,10,21,36,12,13,36,18,9,10,24,36,12,13,36,18,24,1,0
101,0,15,9,10,12,24,12,13,21,6,8,9,0,15,12,13,21,9,12,1,0
71,0,12,7,8,9,18,14,15,15,6,7,8,12,18,14,15,15,6,12,1,0
117,0,14,9,10,12,24,12,13,21,9,8,9,9,15,14,15,12,6,12,1,1
86,0,16,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
10,0,15,7,8,0,12,15,16,9,0,7,8,0,15,15,16,9,0,9,1,0
41,0,12,9,10,12,30,12,13,45,21,9,10,12,30,12,13,45,21,24,0,0
43,0,11,8,9,18,30,12,13,54,18,8,9,21,30,12,13,54,21,27,1,0
10,0,14,9,10,21,27,12,13,36,12,9,10,24,27,12,13,36,12,24,1,0
95,0,14,7,8,0,9,14,15,12,0,7,8,0,12,14,15,15,0,6,1,0
32,0,16,7,8,6,18,15,16,18,6,7,8,9,18,15,16,18,9,15,1,0
20,0,15,7,8,0,9,15,16,12,0,7,8,3,9,22,23,3,0,3,1,1
119,0,13,7,8,0,12,14,15,12,0,6,7,3,6,21,22,3,0,3,1,1
12,0,13,9,10,15,33,14,15,18,9,9,10,15,33,14,15,18,12,18,1,0
3,0,11,8,9,21,36,12,13,42,24,8,9,21,36,12,13,42,24,27,0,0
11,0,14,8,9,0,21,14,15,18,9,8,9,6,21,14,15,18,12,18,1,0
94,0,14,0,0,0,0,0,0,0,0,7,8,0,12,0,0,0,0,0,0,1
86,0,16,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
81,0,13,10,11,27,57,12,13,36,15,10,11,27,57,12,13,36,15,27,0,0
10,0,11,8,9,24,30,12,13,51,12,8,9,24,30,12,13,51,15,27,1,0
121,0,12,10,11,21,51,0,0,0,0,10,11,21,51,11,12,51,18,21,0,1
50,0,13,10,11,24,60,12,13,33,0,10,11,24,60,12,13,33,0,30,0,0
121,0,15,8,9,6,18,13,14,9,0,7,8,0,9,14,15,6,0,6,1,0
53,0,16,8,9,6,18,12,13,27,12,8,9,6,18,13,14,15,9,15,1,0
50,0,14,8,9,15,21,12,13,36,0,8,9,15,21,12,13,36,3,18,1,0
71,0,12,7,8,9,18,14,15,15,6,7,8,12,18,14,15,15,6,12,1,0
37,0,16,8,9,12,21,15,16,18,0,8,9,15,21,15,16,18,6,18,1,0
39,0,13,9,10,21,30,0,0,0,0,9,10,24,30,11,12,54,18,24,1,1
56,0,14,10,11,18,48,12,13,36,0,10,11,18,48,12,13,36,9,18,0,1
105,0,14,9,10,15,24,12,13,24,0,9,10,15,24,12,13,24,6,15,1,0
43,0,16,7,8,0,18,15,16,15,0,7,8,0,18,18,19,3,0,3,0,1
78,0,16,9,10,6,24,15,16,12,0,8,9,9,12,15,16,15,3,9,1,0
43,0,13,9,10,21,36,12,13,36,18,9,10,24,36,12,13,36,18,24,1,0
2,0,11,8,9,18,33,13,14,30,18,8,9,18,33,13,14,30,18,30,0,0
119,0,13,7,8,0,12,14,15,12,0,6,7,3,6,21,22,3,0,3,1,1
110,0,13,9,10,21,36,0,0,0,0,9,10,21,36,11,12,51,12,21,0,1
83,0,11,10,11,27,60,12,13,48,12,10,11,27,60,12,13,48,15,30,1,0
22,0,14,8,9,15,24,13,14,21,18,8,9,15,24,13,14,21,18,21,0,0
54,0,15,9,10,15,30,12,13,33,18,9,10,18,30,12,13,33,18,24,1,0
18,0,11,9,10,33,48,12,13,54,15,9,10,33,48,12,13,54,15,39,0,0
15,0,14,8,9,15,24,12,13,36,15,8,9,15,24,12,13,36,15,21,0,0
17,0,12,9,10,27,36,12,13,51,18,9,10,27,36,12,13,51,18,30,0,0
125,0,12,9,10,6,30,12,13,27,6,9,10,3,30,12,13,27,9,15,1,0
88,0,14,9,10,18,21,12,13,24,12,9,10,18,21,12,13,24,15,18,1,0
102,0,15,8,9,6,18,14,15,12,6,8,9,9,18,14,15,15,6,12,1,0
100,0,12,8,9,12,24,12,13,24,15,8,9,12,27,12,13,24,15,21,1,0
53,0,15,9,10,18,27,12,13,36,15,9,10,18,30,12,13,36,15,24,1,0
90,0,16,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
77,0,15,9,10,12,27,12,13,30,12,9,10,15,27,12,13,33,12,15,1,0
52,0,15,10,11,21,51,12,13,21,6,10,11,21,51,12,13,21,9,21,1,0
50,0,14,8,9,15,21,12,13,36,0,8,9,15,21,12,13,36,3,18,1,0
43,0,15,7,8,3,18,14,15,18,12,7,8,6,18,14,15,18,12,15,1,0
77,0,15,9,10,12,27,12,13,30,12,9,10,15,27,12,13,33,12,15,1,0
80,0,11,9,10,6,36,12,13,48,12,9,10,9,36,12,13,48,15,30,1,0
65,0,13,8,9,18,27,12,13,36,0,8,9,18,27,12,13,36,0,21,0,0
43,0,11,8,9,18,30,12,13,54,18,8,9,21,30,12,13,54,21,27,1,0
85,0,15,9,10,6,21,14,15,12,6,9,10,9,21,14,15,12,9,12,1,0
84,0,12,9,10,24,33,12,13,30,15,9,10,24,36,12,13,30,18,27,1,0
70,0,11,10,11,36,66,12,13,42,21,10,11,36,66,12,13,42,24,36,1,0
