channel,angle,window,exp_f1_left,exp_f2_left,exp_L1_left,exp_L2_left,exp_f1_right,exp_f2_right,exp_L1_right,exp_L2_right,act_f1_left,act_f2_left,act_L1_left,act_L2_left,act_f1_right,act_f2_right,act_L1_right,act_L2_right,abs_threshold,warning,error
45,0,30,9,10,9,24,15,16,9,0,8,9,0,12,15,16,9,0,9,1,0
90,0,26,8,9,3,18,13,14,18,12,8,9,6,18,14,15,15,6,15,1,0
69,0,32,8,9,12,24,14,15,18,9,7,8,0,15,15,16,12,0,12,1,0
104,0,34,7,8,3,24,13,14,30,12,7,8,9,24,13,14,30,15,18,1,0
38,0,27,8,9,9,18,13,14,24,12,8,9,9,21,14,15,15,6,15,1,0
99,0,37,5,6,15,21,15,16,18,9,5,6,15,21,15,16,18,12,15,1,0
125,0,33,7,8,3,18,15,16,12,0,7,8,0,18,15,16,12,0,12,1,0
3,0,35,7,8,0,15,15,16,15,3,7,8,6,18,15,16,18,6,9,1,0
65,0,35,8,9,18,27,14,15,18,9,8,9,18,27,14,15,18,12,18,1,0
103,0,26,9,10,18,27,12,13,45,15,9,10,18,27,12,13,45,15,18,0,0
19,0,27,8,9,9,21,13,14,27,12,8,9,9,21,13,14,27,12,18,0,0
88,0,33,7,8,0,12,15,16,9,0,7,8,0,12,15,16,9,0,6,0,0
77,0,31,7,8,0,15,14,15,12,0,7,8,6,15,14,15,12,0,9,1,0
6,0,31,8,9,15,24,14,15,18,12,7,8,6,18,14,15,18,12,15,1,0
99,0,25,7,8,0,9,13,14,18,0,7,8,3,12,14,15,6,0,6,1,0
77,0,37,5,6,12,18,15,16,18,6,5,6,12,21,15,16,18,9,12,1,0
108,0,37,5,6,15,21,15,16,21,12,5,6,15,21,15,16,21,12,15,0,0
16,0,34,7,8,3,24,14,15,15,0,7,8,6,24,14,15,15,0,15,1,0
19,0,27,8,9,9,21,13,14,27,12,8,9,9,21,13,14,27,12,18,0,0
98,0,25,7,8,0,12,14,15,9,0,7,8,0,15,14,15,9,0,9,1,0
41,0,28,8,9,9,21,14,15,18,3,8,9,9,21,14,15,18,9,12,1,0
115,0,27,8,9,12,21,14,15,15,6,8,9,12,21,14,15,18,3,15,1,0
78,0,26,8,9,15,24,13,14,18,0,8,9,15,24,13,14,18,6,18,1,0
108,0,35,7,8,6,18,14,15,18,12,7,8,9,18,14,15,18,12,15,1,0
11,0,34,7,8,9,21,14,15,18,0,7,8,9,21,14,15,18,3,15,1,0
1,0,28,8,9,12,24,13,14,12,3,7,8,6,15,13,14,12,6,12,1,0
31,0,29,8,9,9,15,15,16,9,0,7,8,6,12,15,16,9,0,9,1,0
108,0,31,7,8,3,18,14,15,15,9,7,8,6,18,14,15,15,12,15,1,0
86,0,30,9,10,6,30,13,14,21,6,9,10,6,30,13,14,21,6,15,0,0
49,0,32,7,8,0,21,14,15,12,0,7,8,0,21,14,15,15,0,12,1,0
110,0,30,7,8,0,18,14,15,15,0,7,8,6,18,14,15,18,9,12,1,1
53,0,26,9,10,15,21,13,14,21,9,8,9,3,18,13,14,21,12,15,1,0
108,0,34,7,8,6,21,13,14,30,9,7,8,9,21,13,14,30,12,18,1,0
35,0,37,7,8,18,30,15,16,24,12,7,8,18,30,15,16,24,15,21,1,0
16,0,26,8,9,12,21,13,14,27,12,8,9,12,21,13,14,27,12,18,0,0
29,0,28,8,9,9,21,14,15,18,6,7,8,0,12,15,16,9,3,9,1,0
92,0,34,7,8,9,24,13,14,21,6,7,8,12,24,13,14,21,9,18,1,0
78,0,33,7,8,0,18,14,15,12,0,7,8,0,21,14,15,12,6,12,1,0
43,0,29,8,9,9,18,14,15,18,6,8,9,9,18,14,15,18,6,15,0,0
87,0,30,9,10,3,24,14,15,15,3,9,10,9,24,14,15,15,6,15,1,0
1,0,30,7,8,0,15,14,15,21,6,7,8,6,15,14,15,21,9,12,1,0
44,0,29,9,10,18,27,12,13,42,12,9,10,18,27,12,13,42,12,18,0,0
74,0,28,7,8,0,9,15,16,6,0,7,8,3,9,15,16,6,3,6,1,0
81,0,34,7,8,0,18,13,14,24,9,7,8,6,21,13,14,24,12,15,1,0
68,0,25,9,10,15,24,13,14,21,6,8,9,0,18,13,14,21,9,15,1,0
33,0,27,8,9,9,18,13,14,12,6,8,9,9,18,13,14,12,6,12,0,0
105,0,32,7,8,0,18,13,14,27,6,7,8,6,21,13,14,27,6,15,1,0
32,0,37,5,6,12,15,16,17,12,0,5,6,9,15,16,17,15,6,12,1,0
48,0,37,7,8,9,27,15,16,18,6,7,8,9,27,15,16,18,3,12,1,0
67,0,33,7,8,0,15,14,15,18,6,7,8,3,15,14,15,18,9,12,1,0
82,0,36,9,10,12,27,13,14,27,3,9,10,12,27,13,14,27,0,18,1,0
127,0,36,7,8,9,21,15,16,12,0,7,8,9,24,15,16,12,0,12,1,0
11,0,33,8,9,9,18,15,16,9,0,7,8,0,12,15,16,9,0,9,1,0
42,0,33,8,9,0,21,13,14,18,15,8,9,9,21,13,14,18,15,18,0,1
92,0,25,8,9,15,24,12,13,36,12,8,9,18,24,12,13,36,12,18,1,0
27,0,36,9,10,12,36,15,16,12,0,9,10,9,36,15,16,12,0,12,1,0
109,0,35,7,8,0,21,14,15,18,9,7,8,9,21,14,15,18,12,15,1,1
63,0,35,7,8,0,21,14,15,15,6,7,8,0,21,14,15,18,9,15,1,0
68,0,28,8,9,9,18,14,15,15,6,8,9,9,21,14,15,15,3,15,1,0
19,0,27,8,9,9,21,13,14,27,12,8,9,9,21,13,14,27,12,18,0,0
49,0,27,10,11,21,51,12,13,39,18,8,9,15,24,12,13,39,18,21,0,1
50,0,28,8,9,9,18,13,14,27,3,8,9,9,21,13,14,27,6,15,1,0
27,0,28,8,9,3,15,14,15,12,0,8,9,6,18,14,15,12,0,9,1,0
92,0,33,7,8,0,18,14,15,15,3,7,8,0,21,14,15,18,6,12,1,0
106,0,30,8,9,15,24,13,14,30,15,8,9,15,24,13,14,30,15,18,0,0
73,0,33,7,8,0,12,14,15,12,6,7,8,0,15,14,15,15,6,9,1,0
2,0,25,7,8,0,9,14,15,9,0,7,8,0,9,17,18,3,0,3,0,1
10,0,28,8,9,15,24,13,14,27,9,8,9,15,24,13,14,27,12,15,1,0
99,0,31,8,9,15,21,13,14,24,9,8,9,15,21,13,14,27,12,15,1,0
75,0,37,7,8,12,27,15,16,24,12,7,8,12,27,16,17,15,6,15,1,0
94,0,25,7,8,0,9,13,14,18,0,7,8,3,12,13,14,18,0,6,1,0
35,0,27,8,9,12,18,13,14,15,3,8,9,12,21,13,14,18,6,12,1,0
120,0,36,6,7,6,15,15,16,9,0,5,6,0,9,15,16,9,0,6,1,0
87,0,25,9,10,9,24,13,14,18,6,9,10,9,24,13,14,18,9,18,1,0
114,0,29,8,9,9,18,14,15,18,6,8,9,12,18,14,15,18,9,15,1,0
94,0,33,7,8,3,18,15,16,9,0,7,8,0,21,15,16,12,0,6,1,0
88,0,27,8,9,6,15,13,14,24,6,8,9,6,15,14,15,12,0,12,1,0
63,0,26,8,9,12,21,14,15,15,6,8,9,12,21,14,15,15,9,12,1,0
115,0,26,9,10,15,24,13,14,18,12,9,10,15,24,13,14,18,12,18,0,0
107,0,28,8,9,12,15,14,15,18,3,7,8,3,15,14,15,18,9,12,1,0
105,0,25,7,8,0,18,13,14,21,9,7,8,3,18,14,15,12,6,12,1,0
41,0,30,9,10,9,18,14,15,15,6,9,10,9,21,14,15,18,3,9,1,0
48,0,30,8,9,6,18,12,13,39,3,8,9,9,18,12,13,39,6,15,1,0
80,0,35,9,10,12,30,14,15,18,9,9,10,12,30,15,16,12,3,12,1,0
110,0,27,8,9,12,24,13,14,27,9,8,9,12,24,13,14,27,9,12,0,0
3,0,26,9,10,12,27,13,14,18,15,9,10,12,27,14,15,18,12,18,1,0
58,0,37,7,8,15,33,15,16,18,9,5,6,12,18,15,16,21,9,15,1,1
121,0,28,9,10,12,27,15,16,12,0,9,10,12,27,14,15,21,9,12,1,0
78,0,33,7,8,0,18,14,15,12,0,7,8,0,21,14,15,12,6,12,1,0
118,0,27,8,9,15,21,13,14,18,0,8,9,15,21,13,14,18,0,15,0,0
1,0,29,9,10,15,27,14,15,15,6,9,10,15,27,14,15,15,9,15,1,0
74,0,30,8,9,9,18,14,15,15,6,8,9,12,21,14,15,15,9,15,1,0
96,0,31,8,9,0,12,15,16,6,0,8,9,3,15,15,16,6,0,6,1,0
40,0,26,9,10,9,30,14,15,15,6,9,10,9,30,14,15,18,9,12,1,0
86,0,27,8,9,12,18,13,14,24,0,8,9,15,18,13,14,24,3,15,1,0
120,0,34,7,8,9,21,14,15,21,9,7,8,12,21,14,15,21,12,15,1,0
111,0,33,8,9,15,24,13,14,18,12,7,8,0,18,13,14,18,12,15,1,0
93,0,34,7,8,0,21,13,14,33,15,7,8,0,21,13,14,33,15,18,0,0
62,0,31,9,10,15,27,14,15,15,3,9,10,15,27,14,15,15,6,15,1,0
63,0,30,7,8,0,12,14,15,12,0,7,8,3,15,14,15,15,0,6,1,0
103,0,31,7,8,3,18,13,14,24,12,7,8,6,18,14,15,15,3,15,1,0
94,0,30,7,8,0,15,14,15,12,0,7,8,0,15,14,15,12,6,12,1,0
114,0,31,7,8,0,15,14,15,12,6,7,8,6,15,14,15,15,9,12,1,0
44,0,37,5,6,6,12,16,17,9,0,5,6,6,12,16,17,12,6,9,1,0
54,0,35,7,8,0,18,14,15,15,6,7,8,0,18,15,16,9,3,9,1,0
69,0,31,7,8,0,9,15,16,9,0,7,8,3,9,22,23,3,0,3,1,1
39,0,26,8,9,6,18,13,14,18,6,8,9,9,18,13,14,18,3,15,1,0
11,0,35,7,8,0,18,13,14,33,6,7,8,6,18,15,16,15,0,15,1,1
50,0,31,9,10,9,24,14,15,9,0,8,9,9,12,14,15,12,0,9,1,0
8,0,30,7,8,0,15,14,15,12,6,7,8,0,15,15,16,12,0,9,1,0
86,0,33,8,9,15,21,14,15,15,0,8,9,15,21,14,15,15,6,15,1,0
28,0,26,9,10,15,24,13,14,18,0,9,10,12,24,13,14,18,0,15,1,0
43,0,36,8,9,15,21,14,15,24,12,8,9,15,21,14,15,27,15,18,1,0
52,0,34,8,9,18,24,14,15,24,12,8,9,18,24,14,15,24,12,18,0,0
53,0,30,8,9,6,18,14,15,15,0,8,9,3,18,14,15,12,0,9,1,0
75,0,37,7,8,12,27,15,16,24,12,7,8,12,27,16,17,15,6,15,1,0
72,0,36,7,8,12,24,14,15,24,9,7,8,12,24,14,15,21,12,18,1,0
74,0,37,7,8,15,27,15,16,18,9,7,8,15,27,15,16,18,12,18,1,0
7,0,33,8,9,15,24,15,16,15,0,8,9,15,24,15,16,15,0,15,0,0
4,0,33,7,8,3,15,14,15,15,9,7,8,6,15,15,16,12,6,12,1,0
24,0,25,9,10,15,27,13,14,18,12,9,10,15,27,14,15,15,3,15,1,0
115,0,29,7,8,6,18,13,14,27,6,7,8,6,18,14,15,12,9,12,1,0
119,0,30,8,9,15,27,14,15,18,6,8,9,15,27,14,15,18,9,18,1,0
47,0,34,8,9,15,24,14,15,15,0,7,8,0,18,14,15,18,6,15,1,0
10,0,25,8,9,12,27,13,14,24,12,8,9,15,27,13,14,24,9,15,1,0
74,0,27,8,9,12,15,13,14,24,6,8,9,12,15,13,14,24,6,12,0,0
1,0,27,9,10,18,33,12,13,36,15,9,10,18,33,12,13,36,15,18,0,0
121,0,35,7,8,0,15,15,16,18,6,7,8,0,18,15,16,18,9,12,1,0
71,0,26,10,11,18,48,12,13,36,9,10,11,18,48,12,13,36,9,18,0,0
114,0,28,9,10,3,24,13,14,21,12,9,10,6,24,14,15,15,6,15,1,0
100,0,27,8,9,12,24,13,14,24,12,8,9,12,24,13,14,24,12,18,0,0
89,0,35,7,8,0,21,13,14,27,9,7,8,6,21,15,16,12,6,12,1,1
37,0,29,9,10,0,15,14,15,12,0,9,10,0,18,14,15,15,0,9,1,0
23,0,27,9,10,15,33,12,13,36,18,9,10,15,33,12,13,36,18,21,0,0
24,0,35,9,10,15,30,14,15,15,12,9,10,15,30,15,16,15,6,15,1,0
48,0,33,7,8,0,15,12,13,27,3,7,8,0,15,14,15,12,0,9,0,1
44,0,25,9,10,6,18,13,14,15,0,9,10,9,21,13,14,15,6,15,1,0
108,0,26,8,9,6,21,13,14,24,6,8,9,6,21,13,14,24,9,18,1,0
77,0,25,8,9,12,21,13,14,15,9,8,9,12,21,13,14,18,9,15,1,0
41,0,31,9,10,12,27,13,14,27,0,9,10,12,27,13,14,27,6,15,1,0
74,0,25,8,9,12,24,13,14,27,15,8,9,12,24,13,14,24,15,21,1,0
101,0,35,7,8,0,12,15,16,12,0,7,8,0,15,15,16,15,0,9,1,0
11,0,34,7,8,9,21,14,15,18,0,7,8,9,21,14,15,18,3,15,1,0
26,0,25,9,10,12,27,12,13,36,0,9,10,15,30,12,13,36,6,18,1,0
43,0,29,8,9,9,18,14,15,18,6,8,9,9,18,14,15,18,6,15,0,0
58,0,25,9,10,9,24,13,14,27,9,9,10,12,24,13,14,27,9,12,1,0
54,0,31,7,8,3,15,13,14,21,6,7,8,6,15,13,14,21,9,12,1,0
11,0,31,7,8,0,15,14,15,6,0,7,8,6,15,14,15,9,3,6,1,0
9,0,32,7,8,0,18,15,16,9,0,7,8,3,18,15,16,9,0,9,1,0
47,0,27,8,9,6,18,13,14,24,9,8,9,6,18,14,15,12,6,12,1,0
56,0,32,9,10,9,24,13,14,27,6,9,10,12,24,13,14,27,9,15,1,0
109,0,30,8,9,15,24,12,13,42,0,8,9,15,24,12,13,42,6,15,1,0
40,0,33,7,8,0,15,15,16,9,0,7,8,0,15,15,16,9,0,9,0,0
2,0,30,9,10,18,24,13,14,33,0,8,9,12,21,13,14,33,0,18,1,0
93,0,37,7,8,15,30,15,16,24,12,5,6,9,18,15,16,24,12,15,0,1
48,0,27,7,8,0,12,14,15,12,3,7,8,0,12,15,16,6,0,6,1,0
16,0,26,8,9,12,21,13,14,27,12,8,9,12,21,13,14,27,12,18,0,0
109,0,32,7,8,0,18,14,15,18,0,7,8,0,21,14,15,18,0,9,1,0
8,0,28,10,11,15,48,14,15,18,9,10,11,15,48,14,15,18,9,18,0,0
60,0,33,8,9,9,18,15,16,12,0,8,9,12,18,15,16,12,0,12,1,0
19,0,27,8,9,9,21,13,14,27,12,8,9,9,21,13,14,27,12,18,0,0
30,0,27,7,8,0,9,14,15,12,0,7,8,6,12,15,16,6,0,6,1,0
33,0,33,9,10,9,33,14,15,12,6,9,10,9,33,14,15,15,6,12,1,0
109,0,29,7,8,0,18,14,15,15,0,7,8,0,18,13,14,24,12,15,1,0
124,0,32,7,8,0,18,14,15,18,3,7,8,9,21,14,15,18,6,12,1,1
76,0,31,8,9,0,18,14,15,9,6,8,9,0,18,15,16,12,0,9,1,0
82,0,37,8,9,9,21,14,15,21,12,8,9,9,21,14,15,21,15,18,1,0
77,0,32,7,8,0,15,14,15,15,0,7,8,0,18,14,15,15,6,9,1,0
40,0,28,8,9,3,24,14,15,15,6,8,9,9,24,14,15,12,6,9,1,0
33,0,27,8,9,9,18,13,14,12,6,8,9,9,18,13,14,12,6,12,0,0
112,0,31,7,8,0,15,14,15,15,0,7,8,0,15,14,15,15,0,12,0,0
100,0,25,8,9,9,21,14,15,15,0,8,9,12,21,13,14,21,12,15,1,0
54,0,37,5,6,12,18,15,16,21,12,5,6,12,18,16,17,15,6,15,1,0
127,0,26,9,10,18,33,12,13,36,0,9,10,18,33,12,13,36,3,18,1,0
5,0,28,8,9,12,24,14,15,15,6,7,8,6,15,14,15,18,9,12,1,0
116,0,25,7,8,0,18,14,15,12,0,7,8,3,18,14,15,15,0,12,1,0
22,0,26,7,8,0,9,15,16,6,0,7,8,3,12,15,16,9,0,6,1,0
22,0,37,7,8,6,27,15,16,18,6,7,8,9,27,15,16,18,3,15,1,0
27,0,36,9,10,12,36,15,16,12,0,9,10,9,36,15,16,12,0,12,1,0
28,0,28,8,9,6,21,13,14,18,12,8,9,9,21,13,14,18,12,15,1,0
13,0,32,7,8,9,21,14,15,18,3,7,8,12,21,14,15,15,9,12,1,0
26,0,29,8,9,12,21,13,14,24,15,8,9,12,21,14,15,18,9,18,1,0
125,0,27,7,8,0,15,12,13,39,9,7,8,3,18,14,15,12,0,12,1,1
25,0,31,8,9,12,21,14,15,21,9,8,9,12,21,14,15,21,12,15,1,0
16,0,37,5,6,15,21,16,17,15,6,5,6,15,21,16,17,15,3,15,1,0
112,0,25,8,9,12,18,12,13,39,12,8,9,15,18,12,13,39,12,15,1,0
18,0,31,7,8,0,15,13,14,21,6,7,8,0,15,14,15,9,0,9,1,0
85,0,33,7,8,0,18,13,14,21,12,7,8,6,18,14,15,15,3,15,1,0
122,0,34,7,8,6,21,15,16,9,0,7,8,9,21,15,16,9,0,9,1,0
