channel,angle,window,exp_f1_left,exp_f2_left,exp_L1_left,exp_L2_left,exp_f1_right,exp_f2_right,exp_L1_right,exp_L2_right,act_f1_left,act_f2_left,act_L1_left,act_L2_left,act_f1_right,act_f2_right,act_L1_right,act_L2_right,abs_threshold,warning,error
18,0,11,6,7,9,30,14,15,30,18,6,7,12,30,14,15,30,18,27,1,0
68,0,13,8,9,21,51,13,14,33,24,8,9,21,51,13,14,33,24,27,0,0
103,0,15,6,7,12,24,16,17,24,6,6,7,15,24,16,17,24,9,21,1,0
126,0,12,6,7,18,36,13,14,33,21,6,7,18,36,13,14,33,21,24,0,0
87,0,14,7,8,21,24,16,17,21,6,7,8,21,24,16,17,21,6,21,0,0
105,0,13,6,7,0,33,14,15,30,18,6,7,3,33,14,15,30,18,27,1,0
37,0,13,8,9,21,48,14,15,30,12,7,8,18,24,14,15,30,12,21,1,0
118,0,15,6,7,6,33,16,17,21,3,6,7,9,33,16,17,21,9,18,1,0
88,0,12,6,7,18,42,15,16,24,18,6,7,18,42,15,16,24,18,24,0,0
10,0,14,6,7,0,27,15,16,12,9,6,7,0,27,14,15,15,9,12,1,0
76,0,14,6,7,12,33,12,13,42,21,6,7,12,33,12,13,42,21,24,0,0
19,0,14,7,8,15,24,13,14,21,18,7,8,18,24,13,14,21,18,21,1,0
32,0,14,6,7,0,27,13,14,30,18,6,7,0,27,13,14,30,18,21,0,0
101,0,12,6,7,12,30,14,15,30,18,6,7,15,30,14,15,30,18,24,1,0
115,0,13,6,7,12,33,13,14,33,12,6,7,15,33,13,14,33,12,21,1,0
92,0,12,6,7,12,36,13,14,36,12,6,7,12,36,13,14,36,15,30,1,0
1,0,13,6,7,0,24,13,14,24,15,6,7,0,24,13,14,24,15,21,0,0
94,0,14,8,9,18,48,14,15,27,9,8,9,18,48,14,15,30,9,27,1,0
81,0,14,7,8,24,30,12,13,39,24,7,8,24,30,12,13,39,24,27,0,0
16,0,15,6,7,0,18,16,17,18,0,6,7,0,18,16,17,18,6,15,1,0
98,0,14,6,7,3,30,16,17,21,0,6,7,9,30,16,17,21,6,21,1,0
65,0,11,6,7,12,45,14,15,39,24,6,7,12,45,14,15,39,24,36,0,0
123,0,13,6,7,0,36,13,14,30,21,6,7,6,36,13,14,30,21,24,1,0
76,0,15,6,7,12,30,13,14,24,15,6,7,15,30,13,14,27,15,24,1,0
115,0,11,6,7,18,42,14,15,42,27,6,7,18,42,14,15,42,27,39,0,0
81,0,15,6,7,6,33,14,15,27,6,6,7,6,33,14,15,27,9,18,1,0
71,0,12,6,7,15,36,14,15,33,15,6,7,18,36,14,15,33,15,33,1,0
61,0,11,7,8,27,36,14,15,39,18,7,8,27,36,14,15,39,18,27,0,0
88,0,14,6,7,6,33,14,15,27,18,6,7,9,33,14,15,27,18,21,1,0
117,0,13,6,7,15,36,14,15,33,21,6,7,12,36,14,15,33,21,30,1,0
20,0,11,6,7,3,33,14,15,30,15,6,7,3,33,14,15,30,15,30,0,0
17,0,14,6,7,0,24,14,15,24,6,6,7,6,24,14,15,24,6,18,1,0
99,0,15,6,7,0,27,13,14,27,21,6,7,3,27,16,17,24,6,24,1,1
42,0,12,7,8,24,33,14,15,33,15,7,8,24,33,14,15,33,18,27,1,0
72,0,14,6,7,0,33,13,14,30,12,6,7,9,33,13,14,30,15,21,1,1
105,0,12,6,7,15,36,13,14,39,27,6,7,15,36,13,14,39,30,33,1,0
38,0,14,6,7,6,33,14,15,21,15,6,7,6,33,14,15,21,15,18,0,0
113,0,15,6,7,9,27,13,14,21,15,6,7,9,27,13,14,21,15,21,0,0
83,0,12,6,7,6,39,14,15,36,18,6,7,9,39,14,15,36,18,27,1,0
26,0,15,6,7,0,24,16,17,24,6,6,7,6,24,16,17,24,6,18,1,0
124,0,14,7,8,30,36,12,13,39,27,7,8,30,36,12,13,39,27,30,0,0
21,0,14,6,7,3,18,16,17,18,0,6,7,9,18,16,17,18,3,15,1,0
4,0,11,6,7,0,39,12,13,45,21,6,7,0,39,12,13,45,21,27,0,0
72,0,15,6,7,0,24,14,15,21,9,6,7,3,24,14,15,21,12,21,1,0
60,0,12,6,7,9,36,15,16,27,24,6,7,12,36,15,16,27,24,27,1,0
83,0,15,6,7,0,30,14,15,18,15,6,7,3,30,14,15,18,15,18,1,0
14,0,12,6,7,3,30,14,15,24,18,6,7,6,33,15,16,21,18,21,1,0
58,0,12,6,7,0,33,13,14,36,15,6,7,6,33,13,14,36,15,27,1,0
51,0,14,7,8,24,30,14,15,27,18,7,8,24,30,14,15,27,18,24,0,0
31,0,14,6,7,0,24,13,14,30,15,6,7,0,24,13,14,30,15,21,0,0
106,0,12,6,7,9,39,13,14,36,12,6,7,12,39,13,14,36,12,36,1,0
47,0,13,6,7,0,33,13,14,24,18,6,7,0,33,13,14,24,18,24,0,0
37,0,15,6,7,6,24,14,15,21,12,6,7,9,24,14,15,24,15,18,1,0
31,0,12,6,7,6,30,14,15,30,21,6,7,9,30,15,16,24,18,24,1,0
23,0,13,7,8,18,30,14,15,18,12,7,8,18,30,14,15,18,12,18,0,0
51,0,15,7,8,21,27,16,17,21,0,7,8,21,27,16,17,21,9,21,0,1
77,0,15,6,7,12,36,12,13,33,18,6,7,12,36,12,13,33,18,21,0,0
106,0,11,6,7,15,45,13,14,39,33,6,7,18,45,13,14,39,33,39,1,0
126,0,12,6,7,18,36,13,14,33,21,6,7,18,36,13,14,33,21,24,0,0
110,0,12,8,9,24,54,14,15,33,24,8,9,27,54,14,15,33,24,27,1,0
62,0,12,7,8,30,33,13,14,42,21,7,8,30,33,13,14,42,21,30,0,0
84,0,14,6,7,0,30,14,15,24,15,6,7,0,30,14,15,24,15,21,0,0
38,0,15,8,9,24,39,12,13,36,9,8,9,24,39,12,13,36,12,24,1,0
104,0,14,8,9,27,45,13,14,33,18,8,9,27,45,13,14,33,18,30,0,0
54,0,13,7,8,21,33,12,13,39,15,7,8,21,33,12,13,39,15,27,0,0
106,0,15,8,9,18,27,16,17,21,6,8,9,18,27,16,17,21,6,21,0,0
16,0,11,8,9,36,60,12,13,45,33,8,9,36,60,12,13,45,33,36,0,0
108,0,11,7,8,30,42,14,15,36,30,7,8,30,42,15,16,33,27,33,1,0
28,0,15,8,9,18,36,16,17,21,0,8,9,21,36,16,17,21,9,21,1,1
46,0,11,6,7,9,45,14,15,36,27,6,7,12,45,14,15,36,27,36,1,0
3,0,15,6,7,6,24,14,15,18,6,6,7,9,24,14,15,18,9,12,1,0
1,0,11,6,7,6,33,13,14,33,21,6,7,6,33,13,14,33,21,27,0,0
105,0,12,6,7,15,36,13,14,39,27,6,7,15,36,13,14,39,30,33,1,0
46,0,13,6,7,6,30,16,17,15,0,6,7,9,30,16,17,15,6,15,1,0
58,0,12,6,7,0,33,13,14,36,15,6,7,6,33,13,14,36,15,27,1,0
14,0,14,6,7,0,24,16,17,18,0,6,7,6,27,15,16,18,15,18,1,0
4,0,11,6,7,0,39,12,13,45,21,6,7,0,39,12,13,45,21,27,0,0
25,0,13,7,8,30,36,12,13,42,15,7,8,30,36,12,13,42,15,30,0,0
54,0,13,7,8,21,33,12,13,39,15,7,8,21,33,12,13,39,15,27,0,0
76,0,15,6,7,12,30,13,14,24,15,6,7,15,30,13,14,27,15,24,1,0
62,0,11,8,9,36,57,12,13,57,33,8,9,36,57,12,13,57,33,39,0,0
55,0,15,6,7,0,21,12,13,24,15,6,7,6,21,12,13,24,15,18,1,0
44,0,14,7,8,21,30,13,14,27,12,7,8,21,30,13,14,27,15,24,1,0
51,0,13,7,8,24,30,13,14,27,18,7,8,24,30,13,14,27,18,24,0,0
51,0,14,7,8,24,30,14,15,27,18,7,8,24,30,14,15,27,18,24,0,0
122,0,12,6,7,15,33,14,15,33,18,6,7,15,33,14,15,33,18,30,0,0
61,0,14,6,7,0,30,16,17,18,0,6,7,3,30,16,17,18,6,15,1,0
67,0,14,8,9,27,45,13,14,27,18,8,9,27,45,13,14,27,18,27,0,0
100,0,14,6,7,0,33,14,15,21,6,6,7,0,33,14,15,21,9,15,1,0
113,0,13,7,8,27,36,14,15,30,15,7,8,27,36,14,15,30,15,30,0,0
53,0,13,7,8,24,33,13,14,33,21,7,8,24,33,13,14,33,24,30,1,0
45,0,14,8,9,18,48,12,13,36,21,8,9,18,48,12,13,36,21,24,0,0
119,0,11,6,7,24,42,14,15,42,24,6,7,24,42,14,15,42,24,36,0,0
2,0,14,8,9,24,39,13,14,24,15,8,9,24,39,13,14,24,15,24,0,0
57,0,12,6,7,0,30,14,15,30,9,6,7,3,30,14,15,30,6,24,1,0
93,0,15,7,8,15,24,15,16,21,18,7,8,18,24,15,16,21,18,21,1,0
89,0,14,6,7,6,33,14,15,18,9,6,7,12,33,16,17,18,6,18,1,1
29,0,13,7,8,24,30,12,13,39,15,7,8,24,30,12,13,39,15,27,0,0
77,0,13,8,9,24,45,14,15,24,18,8,9,24,45,14,15,24,15,24,1,0
32,0,12,8,9,27,42,14,15,33,24,8,9,27,42,14,15,33,24,30,0,0
111,0,13,7,8,27,36,14,15,27,21,7,8,27,36,14,15,27,21,27,0,0
16,0,14,7,8,21,27,12,13,30,18,6,7,3,24,12,13,30,18,21,1,0
14,0,12,6,7,3,30,14,15,24,18,6,7,6,33,15,16,21,18,21,1,0
88,0,12,6,7,18,42,15,16,24,18,6,7,18,42,15,16,24,18,24,0,0
7,0,13,6,7,6,21,16,17,18,0,6,7,6,21,16,17,21,3,18,1,0
41,0,15,6,7,0,33,16,17,18,0,6,7,6,33,16,17,18,6,18,1,0
70,0,14,6,7,9,33,12,13,45,21,6,7,12,33,12,13,45,21,24,1,0
99,0,12,7,8,33,36,14,15,36,12,7,8,33,36,14,15,36,15,33,1,0
124,0,12,6,7,12,36,14,15,33,21,6,7,12,36,14,15,33,21,30,0,0
116,0,15,6,7,9,27,16,17,18,0,6,7,12,27,16,17,18,0,18,1,0
13,0,11,6,7,9,33,13,14,36,27,6,7,9,33,13,14,36,27,30,0,0
126,0,14,6,7,9,33,14,15,24,15,6,7,9,33,14,15,27,15,24,1,0
100,0,11,6,7,15,45,14,15,39,24,6,7,15,45,14,15,39,27,30,1,0
23,0,13,7,8,18,30,14,15,18,12,7,8,18,30,14,15,18,12,18,0,0
10,0,12,7,8,21,27,14,15,24,12,7,8,21,27,14,15,24,12,24,0,0
118,0,15,6,7,6,33,16,17,21,3,6,7,9,33,16,17,21,9,18,1,0
22,0,11,6,7,9,30,15,16,27,21,6,7,12,30,15,16,27,21,27,1,0
7,0,13,6,7,6,21,16,17,18,0,6,7,6,21,16,17,21,3,18,1,0
103,0,11,6,7,15,42,14,15,39,24,6,7,18,42,14,15,39,24,39,1,0
127,0,12,6,7,12,39,13,14,36,27,6,7,12,39,13,14,36,27,30,0,0
64,0,14,7,8,21,27,16,17,21,0,7,8,21,27,16,17,21,6,21,1,0
63,0,15,8,9,18,42,12,13,30,18,8,9,21,42,12,13,30,18,24,1,0
8,0,15,6,7,3,21,16,17,15,0,6,7,6,21,16,17,18,0,9,1,0
36,0,15,6,7,9,24,16,17,18,0,6,7,9,24,16,17,18,3,15,1,0
123,0,13,6,7,0,36,13,14,30,21,6,7,6,36,13,14,30,21,24,1,0
74,0,11,8,9,39,57,13,14,45,30,8,9,39,57,13,14,45,30,42,0,0
34,0,14,6,7,6,24,14,15,24,12,6,7,6,24,14,15,24,15,21,1,0
89,0,14,6,7,6,33,14,15,18,9,6,7,12,33,16,17,18,6,18,1,1
50,0,13,6,7,9,33,14,15,21,15,6,7,9,33,15,16,18,15,18,1,0
105,0,11,6,7,18,51,12,13,48,33,6,7,18,51,12,13,48,33,39,0,0
75,0,15,8,9,24,42,12,13,24,21,8,9,24,42,12,13,24,21,24,0,0
2,0,11,6,7,15,33,14,15,33,24,6,7,15,33,14,15,33,24,30,0,0
63,0,11,8,9,39,57,12,13,57,36,8,9,39,57,12,13,57,36,39,0,0
74,0,15,6,7,0,30,14,15,24,0,6,7,0,30,14,15,24,0,24,0,0
30,0,11,6,7,0,39,14,15,36,12,6,7,0,39,14,15,36,15,33,1,0
100,0,11,6,7,15,45,14,15,39,24,6,7,15,45,14,15,39,27,30,1,0
69,0,15,6,7,0,33,13,14,21,15,6,7,0,33,13,14,21,15,18,0,0
47,0,15,6,7,0,30,14,15,18,15,6,7,0,30,15,16,18,15,18,1,0
57,0,15,6,7,9,24,0,0,0,0,6,7,9,24,11,12,51,18,21,0,1
89,0,15,6,7,6,30,16,17,18,0,6,7,6,30,16,17,18,6,18,1,0
4,0,13,7,8,18,24,14,15,24,9,7,8,18,24,14,15,24,9,21,0,0
105,0,13,6,7,0,33,14,15,30,18,6,7,3,33,14,15,30,18,27,1,0
48,0,15,6,7,0,33,13,14,24,12,6,7,3,33,16,17,18,6,18,1,1
71,0,15,6,7,0,30,12,13,33,15,6,7,6,30,12,13,33,18,24,1,0
63,0,15,8,9,18,42,12,13,30,18,8,9,21,42,12,13,30,18,24,1,0
11,0,11,7,8,30,36,13,14,33,12,6,7,12,33,13,14,33,12,30,1,0
112,0,11,6,7,15,36,14,15,33,30,6,7,15,36,14,15,33,30,33,0,0
105,0,11,6,7,18,51,12,13,48,33,6,7,18,51,12,13,48,33,39,0,0
117,0,14,6,7,12,33,13,14,27,18,6,7,12,33,13,14,27,18,24,0,0
124,0,15,6,7,6,36,16,17,18,3,6,7,6,36,16,17,18,3,18,0,0
64,0,15,8,9,0,39,13,14,24,9,8,9,0,39,13,14,24,12,21,1,0
114,0,13,6,7,12,33,14,15,27,12,6,7,12,33,14,15,27,15,21,1,0
96,0,11,6,7,18,42,15,16,33,30,6,7,18,42,15,16,33,30,33,0,0
32,0,11,6,7,9,45,13,14,36,33,6,7,9,45,13,14,36,33,36,0,0
8,0,13,6,7,3,27,16,17,18,0,6,7,3,27,16,17,18,0,18,0,0
72,0,15,6,7,0,24,14,15,21,9,6,7,3,24,14,15,21,12,21,1,0
90,0,11,8,9,39,57,14,15,42,30,8,9,39,57,14,15,42,30,42,0,0
114,0,15,6,7,12,21,16,17,18,0,6,7,15,21,16,17,18,6,15,1,0
123,0,13,6,7,0,36,13,14,30,21,6,7,6,36,13,14,30,21,24,1,0
104,0,11,6,7,15,51,13,14,39,36,6,7,18,51,13,14,39,36,39,1,0
121,0,11,6,7,24,42,14,15,36,30,6,7,24,42,14,15,36,30,33,0,0
6,0,13,7,8,21,24,14,15,21,15,6,7,6,24,14,15,21,18,21,1,0
7,0,15,6,7,0,21,14,15,18,12,6,7,6,21,14,15,18,15,18,1,0
114,0,15,6,7,12,21,16,17,18,0,6,7,15,21,16,17,18,6,15,1,0
71,0,12,6,7,15,36,14,15,33,15,6,7,18,36,14,15,33,15,33,1,0
121,0,13,7,8,30,36,13,14,36,24,7,8,30,36,13,14,36,24,30,0,0
97,0,15,7,8,27,33,12,13,36,21,7,8,27,33,12,13,36,21,27,0,0
109,0,14,6,7,0,36,13,14,27,21,6,7,0,36,13,14,27,21,24,0,0
8,0,11,7,8,27,36,14,15,30,24,7,8,27,36,14,15,30,24,30,0,0
41,0,11,6,7,18,36,14,15,36,27,6,7,21,36,14,15,36,27,33,1,0
51,0,13,7,8,24,30,13,14,27,18,7,8,24,30,13,14,27,18,24,0,0
127,0,12,6,7,12,39,13,14,36,27,6,7,12,39,13,14,36,27,30,0,0
5,0,15,6,7,3,24,16,17,18,3,6,7,9,27,16,17,18,3,12,1,0
8,0,13,6,7,3,27,16,17,18,0,6,7,3,27,16,17,18,0,18,0,0
112,0,12,7,8,21,33,13,14,33,15,7,8,21,33,13,14,33,15,27,0,0
21,0,14,6,7,3,18,16,17,18,0,6,7,9,18,16,17,18,3,15,1,0
36,0,11,8,9,33,51,14,15,42,24,8,9,33,51,14,15,42,27,33,1,0
59,0,14,6,7,0,30,14,15,21,12,6,7,3,30,14,15,21,12,21,1,0
46,0,15,7,8,21,27,14,15,21,15,7,8,21,27,16,17,21,3,21,0,1
45,0,11,6,7,12,36,13,14,39,27,6,7,15,36,13,14,39,27,33,1,0
117,0,11,6,7,27,45,14,15,39,27,6,7,27,45,14,15,39,27,33,0,0
33,0,15,6,7,0,21,14,15,18,6,6,7,0,24,13,14,18,15,18,1,0
127,0,15,7,8,12,27,12,13,33,15,7,8,15,27,13,14,18,6,18,1,0
27,0,15,8,9,21,24,13,14,21,15,8,9,21,24,13,14,21,18,21,1,0
74,0,12,6,7,12,36,14,15,33,21,6,7,15,36,14,15,33,21,27,1,0
9,0,12,6,7,9,30,16,17,21,0,6,7,12,30,16,17,21,6,15,1,0
88,0,13,6,7,12,39,14,15,27,15,6,7,12,39,14,15,27,18,24,1,0
67,0,13,6,7,0,30,14,15,27,15,6,7,0,33,14,15,27,18,27,1,0
48,0,11,6,7,9,39,14,15,42,18,6,7,9,39,14,15,42,21,36,1,0
