channel,angle,window,exp_f1_left,exp_f2_left,exp_L1_left,exp_L2_left,exp_f1_right,exp_f2_right,exp_L1_right,exp_L2_right,act_f1_left,act_f2_left,act_L1_left,act_L2_left,act_f1_right,act_f2_right,act_L1_right,act_L2_right,abs_threshold,warning,error
78,0,27,6,7,0,30,16,17,18,0,6,7,0,30,16,17,18,0,12,0,0
82,0,29,6,7,3,27,16,17,18,0,6,7,9,30,16,17,18,6,15,1,0
35,0,31,6,7,0,24,16,17,18,3,6,7,6,24,16,17,18,0,15,1,0
65,0,26,7,8,12,24,15,16,24,12,7,8,12,27,15,16,24,15,21,1,0
37,0,25,7,8,15,33,15,16,30,12,6,7,3,18,16,17,15,3,15,1,0
112,0,36,6,7,9,30,13,14,24,3,6,7,9,30,13,14,24,6,15,1,0
124,0,28,6,7,6,24,15,16,27,6,6,7,9,24,15,16,27,6,21,1,0
40,0,28,6,7,0,21,16,17,18,0,6,7,0,24,16,17,21,0,18,1,0
75,0,28,6,7,9,30,16,17,21,0,6,7,9,30,16,17,24,6,18,1,0
124,0,30,6,7,0,27,15,16,27,3,6,7,0,27,15,16,30,3,15,1,0
100,0,30,7,8,18,24,15,16,21,12,7,8,18,24,15,16,24,12,21,1,0
68,0,34,6,7,0,33,16,17,18,6,6,7,0,33,16,17,18,0,15,1,0
85,0,36,5,6,0,18,16,17,30,9,5,6,3,18,16,17,30,12,15,1,0
13,0,26,6,7,6,24,16,17,18,0,6,7,9,24,16,17,18,0,12,1,0
9,0,30,6,7,6,27,15,16,15,12,6,7,6,27,15,16,15,12,15,0,0
21,0,36,6,7,9,36,16,17,21,0,6,7,12,36,16,17,21,6,12,1,0
35,0,34,6,7,0,27,16,17,15,3,6,7,0,27,16,17,15,3,15,0,0
34,0,35,6,7,6,27,16,17,27,0,6,7,6,27,16,17,27,6,18,1,0
77,0,33,6,7,12,30,16,17,21,0,6,7,12,30,16,17,21,0,15,0,0
81,0,26,6,7,3,21,16,17,15,0,6,7,9,21,16,17,15,0,15,1,0
60,0,35,6,7,9,30,15,16,30,18,6,7,9,30,15,16,30,18,21,0,0
41,0,26,6,7,6,21,16,17,18,0,6,7,9,21,16,17,21,0,9,1,0
91,0,26,6,7,0,24,15,16,24,9,6,7,6,24,15,16,24,12,15,1,0
48,0,27,6,7,0,21,13,14,24,6,6,7,6,21,13,14,24,6,18,1,0
118,0,27,7,8,15,30,15,16,18,0,7,8,15,30,15,16,18,0,18,0,0
69,0,27,6,7,3,24,16,17,21,0,6,7,6,24,16,17,21,0,15,1,0
76,0,35,6,7,15,33,16,17,30,6,6,7,15,33,16,17,30,9,21,1,0
1,0,33,6,7,6,24,16,17,24,0,6,7,3,24,16,17,24,0,18,1,0
3,0,33,6,7,9,27,15,16,24,9,6,7,6,24,15,16,24,9,15,1,0
36,0,36,6,7,12,30,16,17,27,9,6,7,15,30,16,17,27,12,21,1,0
108,0,32,7,8,18,27,15,16,33,15,7,8,18,27,16,17,18,0,18,1,0
44,0,26,7,8,18,24,16,17,21,0,6,7,6,21,16,17,21,0,18,1,0
44,0,36,6,7,18,39,16,17,30,12,6,7,18,39,16,17,30,15,18,1,0
14,0,26,6,7,6,24,15,16,21,12,6,7,9,24,15,16,21,12,18,1,0
73,0,25,6,7,0,30,16,17,15,0,6,7,0,30,16,17,15,3,15,1,0
3,0,25,7,8,21,33,13,14,30,21,7,8,21,33,13,14,30,21,24,0,0
22,0,32,6,7,0,21,15,16,33,15,6,7,0,24,16,17,18,3,18,1,0
84,0,26,7,8,21,30,15,16,24,15,7,8,21,30,15,16,24,18,24,1,0
4,0,33,6,7,9,27,16,17,18,0,6,7,9,27,16,17,15,0,15,1,0
108,0,25,6,7,0,18,15,16,24,6,6,7,3,18,15,16,24,9,15,1,0
32,0,26,6,7,0,21,16,17,18,0,6,7,6,24,16,17,18,3,12,1,0
97,0,31,6,7,0,21,15,16,18,0,6,7,6,21,15,16,21,0,18,1,0
66,0,25,6,7,0,21,15,16,24,12,6,7,0,21,16,17,15,0,15,1,0
41,0,26,6,7,6,21,16,17,18,0,6,7,9,21,16,17,21,0,9,1,0
85,0,30,6,7,0,30,16,17,15,0,6,7,3,30,16,17,15,0,12,1,0
48,0,30,6,7,0,24,16,17,21,0,6,7,6,24,16,17,21,0,21,1,0
5,0,35,6,7,12,30,16,17,12,0,5,6,6,15,16,17,15,0,12,1,0
91,0,29,6,7,0,21,16,17,18,0,6,7,0,21,16,17,18,0,18,0,0
34,0,34,6,7,0,30,16,17,21,0,6,7,0,30,16,17,21,6,18,1,0
116,0,33,6,7,6,30,16,17,21,0,6,7,6,30,16,17,21,0,12,0,0
46,0,29,6,7,0,24,16,17,21,0,6,7,3,27,16,17,21,3,18,1,0
52,0,31,6,7,6,24,16,17,18,0,6,7,9,24,16,17,18,0,15,1,0
99,0,31,6,7,3,27,15,16,30,9,6,7,3,27,15,16,30,9,12,0,0
62,0,36,6,7,15,39,16,17,27,0,6,7,18,39,16,17,30,9,18,1,1
35,0,25,6,7,0,18,16,17,15,0,6,7,0,18,16,17,15,3,9,1,0
67,0,29,6,7,0,27,15,16,21,12,6,7,3,27,15,16,21,15,18,1,0
113,0,36,6,7,6,30,15,16,30,12,6,7,6,30,15,16,30,12,18,0,0
60,0,25,6,7,0,21,16,17,15,0,6,7,0,21,16,17,15,0,12,0,0
25,0,27,9,10,18,42,15,16,27,15,9,10,21,42,15,16,27,15,27,1,0
106,0,27,6,7,0,24,15,16,21,9,6,7,0,24,15,16,21,9,18,0,0
34,0,34,6,7,0,30,16,17,21,0,6,7,0,30,16,17,21,6,18,1,0
114,0,32,6,7,0,24,16,17,15,0,6,7,0,24,16,17,15,0,12,0,0
43,0,27,7,8,21,36,15,16,27,15,7,8,21,36,15,16,27,15,27,0,0
42,0,30,6,7,0,21,16,17,18,0,6,7,0,21,16,17,18,3,18,1,0
10,0,36,6,7,12,39,16,17,21,6,6,7,15,39,16,17,21,9,21,1,0
45,0,29,6,7,3,27,16,17,18,0,6,7,9,27,16,17,21,3,18,1,0
74,0,25,6,7,0,27,16,17,21,3,6,7,0,27,16,17,21,9,21,1,0
13,0,32,6,7,0,30,16,17,18,0,6,7,6,30,16,17,21,6,18,1,0
61,0,26,6,7,0,21,16,17,18,0,6,7,6,21,16,17,18,0,15,1,0
17,0,36,6,7,6,30,16,17,18,0,6,7,9,30,16,17,18,6,18,1,0
23,0,30,7,8,9,30,15,16,33,9,7,8,12,30,15,16,33,9,21,1,0
32,0,33,6,7,9,27,16,17,24,0,6,7,12,27,16,17,24,0,21,1,0
100,0,25,7,8,18,30,15,16,24,6,7,8,18,30,15,16,24,6,21,0,0
16,0,34,6,7,0,24,16,17,18,0,6,7,0,24,16,17,21,0,15,1,0
57,0,31,6,7,6,21,16,17,21,0,6,7,6,21,16,17,21,0,12,0,0
120,0,28,6,7,3,21,15,16,24,12,6,7,9,24,15,16,24,12,15,1,0
127,0,30,6,7,0,18,16,17,12,0,6,7,0,18,16,17,15,3,12,1,0
14,0,31,6,7,6,30,16,17,15,0,5,6,6,9,16,17,15,3,6,1,0
56,0,28,6,7,0,21,15,16,33,15,6,7,0,21,15,16,33,15,18,0,0
119,0,35,6,7,6,27,15,16,24,12,6,7,9,27,15,16,27,12,18,1,0
64,0,27,6,7,0,24,15,16,27,0,6,7,0,24,15,16,27,3,18,1,0
113,0,28,7,8,12,30,15,16,21,9,7,8,12,30,15,16,21,9,18,0,0
102,0,26,7,8,12,33,15,16,24,9,7,8,12,33,15,16,24,9,12,0,0
113,0,36,6,7,6,30,15,16,30,12,6,7,6,30,15,16,30,12,18,0,0
17,0,25,7,8,12,24,15,16,21,6,7,8,12,24,15,16,21,9,21,1,0
54,0,36,6,7,12,33,16,17,27,9,6,7,12,33,16,17,27,9,18,0,0
123,0,30,6,7,0,24,16,17,12,0,6,7,0,27,16,17,15,6,12,1,0
61,0,26,6,7,0,21,16,17,18,0,6,7,6,21,16,17,18,0,15,1,0
21,0,34,6,7,6,33,16,17,15,0,6,7,6,33,16,17,15,0,12,0,0
23,0,31,7,8,9,27,15,16,33,18,7,8,9,27,15,16,33,18,21,0,0
53,0,33,6,7,6,27,15,16,24,18,6,7,9,27,15,16,27,18,21,1,0
30,0,29,6,7,0,24,16,17,21,0,6,7,6,24,16,17,21,3,9,1,0
30,0,31,6,7,6,27,16,17,24,0,6,7,6,27,16,17,24,0,15,0,0
19,0,25,7,8,15,18,14,15,15,9,7,8,15,21,16,17,15,3,15,1,1
104,0,35,6,7,9,30,16,17,15,0,6,7,12,30,16,17,15,3,15,1,0
74,0,36,6,7,18,42,16,17,33,12,6,7,21,42,16,17,33,15,21,1,0
16,0,32,6,7,0,21,15,16,27,12,6,7,6,21,15,16,30,12,15,1,0
15,0,30,6,7,0,21,16,17,18,0,6,7,3,21,16,17,18,0,15,1,0
36,0,31,6,7,0,15,16,17,21,0,6,7,0,15,16,17,21,0,12,0,0
85,0,36,5,6,0,18,16,17,30,9,5,6,3,18,16,17,30,12,15,1,0
69,0,33,6,7,9,24,16,17,24,0,6,7,12,24,16,17,24,0,15,1,0
122,0,30,6,7,0,24,15,16,27,3,6,7,0,27,15,16,27,6,18,1,0
61,0,30,6,7,0,24,16,17,18,0,6,7,6,24,16,17,18,0,15,1,0
2,0,26,6,7,0,24,15,16,21,6,6,7,0,24,15,16,21,9,15,1,0
29,0,26,6,7,6,18,16,17,15,0,6,7,9,18,16,17,18,0,15,1,0
103,0,31,6,7,0,21,16,17,9,0,6,7,6,21,16,17,12,0,9,1,0
117,0,28,6,7,0,21,15,16,27,9,6,7,3,21,15,16,27,12,15,1,0
3,0,26,6,7,0,21,15,16,24,15,6,7,0,21,15,16,24,15,18,0,0
64,0,36,5,6,0,15,16,17,21,6,5,6,6,15,16,17,21,9,12,1,0
50,0,33,6,7,9,27,16,17,21,0,6,7,12,27,16,17,21,0,21,1,0
103,0,31,6,7,0,21,16,17,9,0,6,7,6,21,16,17,12,0,9,1,0
84,0,29,6,7,0,24,16,17,18,0,6,7,0,24,16,17,18,3,15,1,0
105,0,34,6,7,0,24,16,17,24,0,6,7,3,24,16,17,24,6,21,1,0
99,0,28,6,7,0,21,16,17,18,0,6,7,0,21,16,17,18,0,9,0,0
63,0,29,6,7,6,27,16,17,15,0,6,7,6,27,16,17,15,0,12,0,0
47,0,28,6,7,0,24,16,17,18,0,6,7,0,24,16,17,18,3,18,1,0
7,0,26,7,8,21,30,14,15,21,18,7,8,21,30,14,15,21,18,21,0,0
14,0,25,8,9,21,27,13,14,27,18,8,9,21,27,13,14,27,18,24,0,0
33,0,30,6,7,0,24,16,17,15,0,6,7,3,24,16,17,15,0,15,1,0
50,0,31,7,8,15,27,15,16,24,15,7,8,15,27,15,16,27,18,21,1,0
75,0,36,5,6,9,21,16,17,30,12,5,6,9,21,16,17,33,12,18,1,0
103,0,33,6,7,0,21,16,17,15,0,6,7,0,21,16,17,18,0,15,1,0
73,0,29,6,7,3,30,16,17,18,0,6,7,6,30,16,17,21,6,15,1,0
64,0,29,6,7,0,24,15,16,27,6,6,7,6,24,15,16,27,6,15,1,0
59,0,25,6,7,0,24,15,16,24,9,6,7,3,24,15,16,24,12,18,1,0
119,0,32,7,8,15,33,15,16,21,9,7,8,15,33,15,16,21,9,18,0,0
66,0,29,6,7,0,24,15,16,27,9,6,7,6,27,15,16,24,12,15,1,0
44,0,29,6,7,0,27,16,17,21,0,6,7,6,27,16,17,21,3,18,1,0
119,0,29,7,8,18,36,15,16,27,12,7,8,18,36,15,16,27,12,18,0,0
127,0,32,6,7,0,21,15,16,24,15,7,8,18,30,15,16,24,15,18,1,0
28,0,29,6,7,0,21,15,16,18,15,6,7,0,21,15,16,21,15,18,1,0
69,0,25,6,7,0,27,15,16,24,6,6,7,3,27,15,16,24,9,18,1,0
80,0,34,6,7,0,33,16,17,21,6,6,7,0,33,16,17,21,6,15,0,0
54,0,29,7,8,12,33,16,17,15,0,7,8,12,33,16,17,18,3,12,1,0
82,0,32,6,7,3,33,16,17,24,3,6,7,3,33,16,17,24,9,18,1,0
6,0,28,6,7,0,24,15,16,24,0,6,7,6,27,15,16,24,3,15,1,0
38,0,32,6,7,0,24,16,17,21,6,6,7,3,24,16,17,21,9,21,1,0
80,0,26,7,8,21,30,15,16,24,18,7,8,21,33,15,16,24,18,21,1,0
40,0,34,6,7,0,33,16,17,24,6,6,7,3,33,16,17,24,6,15,1,0
28,0,33,6,7,9,27,16,17,27,0,6,7,12,27,16,17,27,0,21,1,0
66,0,26,7,8,15,27,15,16,27,15,7,8,15,27,15,16,27,15,21,0,0
47,0,36,5,6,6,18,16,17,30,12,5,6,6,18,16,17,30,12,15,0,0
96,0,36,6,7,9,30,16,17,21,3,6,7,15,30,16,17,24,6,18,1,0
97,0,28,6,7,0,21,15,16,24,6,6,7,3,24,15,16,24,6,15,1,0
50,0,32,6,7,0,27,15,16,30,9,6,7,6,27,15,16,30,12,21,1,0
46,0,29,6,7,0,24,16,17,21,0,6,7,3,27,16,17,21,3,18,1,0
47,0,30,6,7,3,27,16,17,15,0,6,7,9,27,16,17,15,0,15,1,0
85,0,25,6,7,0,27,16,17,15,0,6,7,0,27,16,17,18,6,15,1,0
32,0,34,6,7,0,30,16,17,21,6,6,7,0,30,16,17,21,3,15,1,0
60,0,35,6,7,9,30,15,16,30,18,6,7,9,30,15,16,30,18,21,0,0
40,0,28,6,7,0,21,16,17,18,0,6,7,0,24,16,17,21,0,18,1,0
19,0,25,7,8,15,18,14,15,15,9,7,8,15,21,16,17,15,3,15,1,1
108,0,33,7,8,21,27,16,17,21,0,7,8,21,27,16,17,21,0,21,0,0
11,0,36,6,7,12,36,16,17,21,0,6,7,12,36,16,17,21,6,15,1,0
2,0,27,7,8,24,30,15,16,27,12,7,8,24,30,15,16,27,12,27,0,0
57,0,28,6,7,0,24,14,15,18,15,6,7,3,24,15,16,18,15,18,1,0
73,0,34,6,7,6,36,16,17,21,6,6,7,3,36,16,17,21,6,15,1,0
121,0,25,7,8,21,27,13,14,30,15,7,8,21,27,13,14,30,18,24,1,0
92,0,27,6,7,0,27,16,17,15,0,6,7,0,27,16,17,18,0,12,1,0
35,0,31,6,7,0,24,16,17,18,3,6,7,6,24,16,17,18,0,15,1,0
27,0,33,6,7,12,30,16,17,21,0,6,7,15,30,16,17,21,6,18,1,0
37,0,30,6,7,0,27,16,17,15,0,6,7,0,27,16,17,15,0,12,0,0
118,0,34,6,7,0,24,15,16,24,12,6,7,0,24,15,16,24,12,21,0,0
5,0,30,6,7,0,21,15,16,15,9,6,7,0,21,15,16,18,9,15,1,0
99,0,30,6,7,3,27,16,17,18,0,6,7,6,27,16,17,18,3,18,1,0
111,0,34,6,7,0,21,15,16,27,9,6,7,0,24,15,16,27,9,18,1,0
71,0,29,6,7,0,27,16,17,18,0,6,7,6,27,16,17,21,0,12,1,0
2,0,34,6,7,0,33,16,17,18,0,6,7,6,33,16,17,18,3,18,1,0
13,0,31,6,7,0,27,16,17,18,0,6,7,6,27,16,17,21,3,12,1,0
10,0,27,6,7,0,24,15,16,27,6,6,7,0,24,15,16,27,12,18,1,0
93,0,34,6,7,0,30,16,17,24,0,6,7,0,30,16,17,24,0,18,0,0
87,0,27,6,7,0,24,14,15,21,18,6,7,0,24,14,15,21,18,21,0,0
8,0,33,6,7,9,27,15,16,24,9,6,7,6,27,16,17,12,3,12,1,0
12,0,25,6,7,0,24,16,17,15,0,6,7,0,24,16,17,15,0,12,0,0
88,0,28,6,7,3,24,15,16,24,12,6,7,3,24,15,16,21,15,18,1,0
88,0,33,6,7,12,30,16,17,18,0,6,7,12,30,16,17,18,3,18,1,0
8,0,32,6,7,0,30,15,16,21,3,6,7,6,30,15,16,21,9,18,1,0
27,0,35,6,7,15,33,16,17,27,0,6,7,15,33,16,17,27,3,15,1,0
71,0,27,6,7,0,27,16,17,15,0,6,7,0,27,16,17,15,0,15,0,0
60,0,33,6,7,6,27,15,16,24,18,6,7,9,27,15,16,24,18,21,1,0
37,0,25,7,8,15,33,15,16,30,12,6,7,3,18,16,17,15,3,15,1,0
125,0,32,6,7,0,30,13,14,27,18,6,7,6,30,15,16,21,12,21,1,1
37,0,27,6,7,0,21,16,17,15,0,6,7,0,21,16,17,15,0,12,0,0
67,0,25,7,8,27,33,12,13,39,24,7,8,27,33,12,13,39,24,27,0,0
6,0,29,6,7,0,27,15,16,21,9,6,7,0,27,15,16,21,9,21,0,0
96,0,26,7,8,18,30,13,14,21,18,7,8,18,30,13,14,21,18,21,0,0
120,0,32,6,7,0,21,15,16,21,0,6,7,0,21,15,16,21,9,18,0,1
73,0,32,6,7,0,33,16,17,24,6,6,7,0,33,16,17,24,9,18,1,0
40,0,27,6,7,0,24,16,17,18,0,6,7,6,24,16,17,15,0,15,1,0
