channel,angle,window,exp_f1_left,exp_f2_left,exp_L1_left,exp_L2_left,exp_f1_right,exp_f2_right,exp_L1_right,exp_L2_right,act_f1_left,act_f2_left,act_L1_left,act_L2_left,act_f1_right,act_f2_right,act_L1_right,act_L2_right,abs_threshold,warning,error
44,0,18,6,7,0,3,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1
63,0,14,10,11,24,66,12,13,57,18,10,11,24,66,12,13,57,21,36,1,0
49,0,19,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
26,0,14,10,11,27,66,12,13,48,18,10,11,27,66,12,13,48,18,36,0,0
4,0,14,10,11,27,57,12,13,48,15,10,11,27,57,12,13,48,15,27,0,0
103,0,17,9,10,18,24,12,13,36,15,9,10,18,24,12,13,36,15,18,0,0
86,0,17,9,10,21,24,12,13,33,15,9,10,21,27,12,13,33,15,21,1,0
16,0,15,10,11,24,66,12,13,54,18,10,11,24,66,12,13,54,18,36,0,0
54,0,15,10,11,12,57,12,13,48,9,10,11,12,57,12,13,48,9,27,0,0
18,0,17,9,10,18,24,12,13,42,12,9,10,18,24,12,13,42,15,18,1,0
96,0,16,9,10,27,33,12,13,51,18,9,10,27,33,12,13,51,18,27,0,0
113,0,18,8,9,15,24,12,13,21,6,8,9,18,24,12,13,21,3,18,1,0
34,0,16,10,11,24,63,12,13,48,18,10,11,24,63,12,13,48,18,33,0,0
14,0,18,8,9,12,18,14,15,15,9,8,9,12,18,14,15,15,9,12,0,0
44,0,16,10,11,30,60,12,13,48,9,10,11,30,60,12,13,48,12,30,1,0
124,0,18,10,11,18,54,0,0,0,0,10,11,18,54,11,12,54,21,24,0,1
40,0,16,10,11,12,66,12,13,51,12,10,11,15,66,12,13,51,12,36,1,0
50,0,19,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1
5,0,14,10,11,27,60,12,13,42,15,10,11,27,60,12,13,42,15,30,0,0
10,0,15,10,11,24,69,12,13,51,21,10,11,27,69,12,13,51,21,39,1,0
124,0,19,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
117,0,15,10,11,30,66,12,13,51,9,10,11,30,66,12,13,51,9,36,0,0
62,0,14,10,11,27,63,12,13,51,21,10,11,27,63,12,13,51,21,33,0,0
89,0,15,9,10,27,36,12,13,54,24,9,10,27,36,12,13,54,24,33,0,0
107,0,14,10,11,33,66,12,13,57,15,10,11,33,66,12,13,57,15,36,0,0
98,0,18,7,8,3,21,15,16,9,0,6,7,0,6,21,22,3,0,3,1,1
10,0,20,6,7,0,9,15,16,18,0,6,7,0,12,21,22,3,0,3,1,1
17,0,20,6,7,3,9,15,16,12,0,6,7,3,12,18,19,3,0,3,1,1
23,0,18,7,8,0,18,15,16,12,0,7,8,3,21,15,16,15,3,12,1,0
76,0,15,10,11,27,69,12,13,48,0,10,11,27,69,12,13,48,0,39,0,0
12,0,16,10,11,15,66,12,13,51,21,10,11,15,66,12,13,51,21,36,0,0
39,0,17,10,11,21,54,12,13,36,6,10,11,21,54,12,13,36,9,24,1,0
42,0,17,10,11,24,54,0,0,0,0,10,11,24,57,11,12,57,21,27,1,1
79,0,16,10,11,33,63,12,13,39,21,10,11,33,63,12,13,39,21,33,0,0
98,0,16,10,11,24,63,12,13,45,18,10,11,24,63,12,13,45,21,33,1,0
55,0,17,9,10,24,27,12,13,42,9,9,10,24,30,12,13,42,12,24,1,0
71,0,14,10,11,30,66,12,13,51,18,10,11,30,66,12,13,51,18,36,0,0
5,0,19,7,8,0,18,0,0,0,0,5,6,0,3,0,0,0,0,0,0,1
62,0,19,7,8,0,21,15,16,15,0,5,6,0,9,17,18,6,0,6,0,1
61,0,15,10,11,33,66,12,13,51,15,10,11,33,66,12,13,51,15,36,0,0
76,0,18,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
113,0,20,6,7,0,9,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1
104,0,16,10,11,33,63,12,13,45,18,10,11,33,63,12,13,45,18,33,0,0
72,0,19,7,8,0,18,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
38,0,17,9,10,21,24,12,13,33,9,9,10,21,24,12,13,33,12,21,1,0
43,0,19,7,8,0,18,0,0,0,0,4,5,0,3,0,0,0,0,0,0,1
43,0,17,8,9,15,24,12,13,36,6,8,9,15,24,12,13,36,6,21,0,0
29,0,17,9,10,24,27,12,13,39,21,9,10,24,27,12,13,39,21,24,0,0
112,0,16,10,11,27,60,12,13,54,18,10,11,30,60,12,13,54,18,30,1,0
103,0,18,7,8,0,12,15,16,6,0,7,8,0,15,15,16,9,0,6,1,0
50,0,17,9,10,18,24,12,13,36,9,9,10,18,24,12,13,36,9,21,0,0
97,0,16,10,11,24,63,12,13,51,15,10,11,24,63,12,13,51,15,33,0,0
18,0,18,7,8,0,15,15,16,6,0,7,8,0,18,15,16,9,0,6,1,0
53,0,18,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1
28,0,14,10,11,21,45,12,13,57,12,10,11,24,45,12,13,57,12,27,1,0
11,0,19,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
70,0,15,9,10,24,33,12,13,51,18,9,10,24,33,12,13,51,18,30,0,0
109,0,17,10,11,18,57,12,13,45,9,10,11,18,57,12,13,45,9,27,0,0
51,0,17,10,11,18,54,12,13,39,6,10,11,18,54,12,13,39,9,24,1,0
80,0,19,7,8,0,21,15,16,15,0,6,7,3,6,17,18,3,0,3,1,1
28,0,14,10,11,21,45,12,13,57,12,10,11,24,45,12,13,57,12,27,1,0
23,0,19,7,8,0,18,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
117,0,16,10,11,30,60,12,13,39,9,10,11,30,60,12,13,39,12,30,1,0
107,0,17,8,9,15,24,13,14,21,15,8,9,15,24,13,14,21,18,21,1,0
72,0,18,7,8,0,18,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
125,0,16,9,10,21,30,12,13,45,0,9,10,21,30,12,13,45,6,27,1,0
81,0,19,7,8,0,18,0,0,0,0,5,6,0,6,0,0,0,0,0,0,1
95,0,18,7,8,3,24,15,16,15,0,5,6,0,6,20,21,3,0,3,0,1
76,0,18,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
12,0,18,7,8,0,18,15,16,15,0,7,8,6,18,15,16,15,3,15,1,0
113,0,16,10,11,30,63,12,13,48,6,10,11,30,63,12,13,48,9,33,1,0
117,0,17,9,10,24,27,12,13,36,12,9,10,24,27,12,13,36,15,24,1,0
68,0,17,10,11,21,60,12,13,39,18,10,11,21,60,12,13,39,18,30,0,0
61,0,16,9,10,24,30,12,13,39,18,9,10,24,30,12,13,39,18,27,0,0
38,0,17,9,10,21,24,12,13,33,9,9,10,21,24,12,13,33,12,21,1,0
54,0,16,10,11,30,66,12,13,45,6,10,11,30,66,12,13,45,9,36,1,0
16,0,18,7,8,0,21,15,16,9,0,7,8,0,21,15,16,9,0,9,0,0
44,0,19,7,8,0,21,15,16,3,0,7,8,3,21,19,20,3,0,3,1,1
118,0,18,8,9,18,27,14,15,21,12,7,8,3,21,14,15,21,15,18,1,0
45,0,20,6,7,0,9,15,16,12,0,5,6,0,6,17,18,3,0,3,1,1
86,0,18,7,8,0,15,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1
73,0,16,9,10,27,30,12,13,48,12,9,10,27,30,12,13,48,12,27,0,0
113,0,18,8,9,15,24,12,13,21,6,8,9,18,24,12,13,21,3,18,1,0
86,0,19,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,1
37,0,20,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
56,0,17,10,11,24,57,0,0,0,0,10,11,24,57,12,13,27,12,27,0,1
9,0,19,7,8,0,18,16,17,3,0,5,6,0,6,20,21,3,0,3,0,1
52,0,19,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
122,0,18,8,9,21,30,13,14,24,21,8,9,21,30,13,14,24,21,24,0,0
106,0,17,9,10,27,33,12,13,33,21,9,10,27,33,12,13,33,21,30,0,0
25,0,17,10,11,27,57,12,13,30,18,10,11,27,57,12,13,30,18,27,0,0
101,0,16,10,11,27,60,12,13,45,15,10,11,27,60,12,13,45,15,30,0,0
38,0,18,7,8,0,12,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
82,0,17,8,9,9,18,13,14,15,12,8,9,9,18,13,14,15,12,15,0,0
126,0,18,10,11,24,57,0,0,0,0,10,11,24,57,11,12,57,21,27,0,1
124,0,17,9,10,18,27,12,13,39,18,9,10,21,27,12,13,39,18,24,1,0
97,0,15,10,11,21,57,12,13,48,12,10,11,21,57,12,13,48,12,27,0,0
102,0,20,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
2,0,17,10,11,21,60,12,13,36,12,10,11,21,60,12,13,36,12,30,0,0
11,0,14,10,11,24,63,12,13,54,18,10,11,27,63,12,13,54,21,33,1,0
45,0,16,10,11,30,60,12,13,45,12,10,11,30,60,12,13,45,15,30,1,0
73,0,19,7,8,0,18,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
7,0,16,10,11,24,63,12,13,42,21,10,11,24,63,12,13,42,21,33,0,0
82,0,19,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
45,0,16,10,11,30,60,12,13,45,12,10,11,30,60,12,13,45,15,30,1,0
26,0,14,10,11,27,66,12,13,48,18,10,11,27,66,12,13,48,18,36,0,0
126,0,17,10,11,30,60,12,13,39,18,10,11,30,60,12,13,39,18,30,0,0
104,0,20,6,7,3,12,15,16,15,0,5,6,0,9,21,22,3,0,3,1,1
97,0,17,10,11,24,54,12,13,39,15,9,10,18,27,12,13,39,15,24,1,0
1,0,17,10,11,21,60,12,13,45,9,10,11,24,60,12,13,45,9,30,1,0
105,0,19,7,8,0,21,15,16,15,0,5,6,0,6,18,19,3,0,3,0,1
88,0,20,6,7,0,12,16,17,9,0,5,6,0,6,21,22,3,0,3,1,1
86,0,14,10,11,24,69,12,13,57,15,10,11,24,69,12,13,57,18,39,1,0
100,0,16,10,11,21,63,12,13,45,18,10,11,21,63,12,13,45,18,33,0,0
40,0,16,10,11,12,66,12,13,51,12,10,11,15,66,12,13,51,12,36,1,0
122,0,14,10,11,24,66,12,13,54,18,10,11,27,66,12,13,54,21,36,1,0
109,0,16,10,11,18,66,12,13,39,9,10,11,21,66,12,13,42,9,36,1,0
81,0,17,9,10,24,30,12,13,36,15,9,10,24,30,12,13,36,18,27,1,0
92,0,14,10,11,9,60,12,13,63,12,10,11,12,60,12,13,63,12,33,1,0
98,0,18,7,8,3,21,15,16,9,0,6,7,0,6,21,22,3,0,3,1,1
14,0,17,9,10,15,24,12,13,39,18,9,10,15,24,12,13,39,18,21,0,0
38,0,16,10,11,21,69,12,13,42,12,10,11,21,69,12,13,42,15,39,1,0
14,0,17,9,10,15,24,12,13,39,18,9,10,15,24,12,13,39,18,21,0,0
22,0,16,10,11,18,57,12,13,48,9,10,11,18,57,12,13,48,9,27,0,0
15,0,17,8,9,12,18,14,15,15,6,8,9,12,21,14,15,15,9,15,1,0
117,0,18,7,8,3,21,12,13,24,15,7,8,3,21,13,14,18,12,18,1,0
39,0,14,10,11,30,66,0,0,0,0,10,11,30,66,11,12,66,30,36,0,1
41,0,18,7,8,0,6,0,0,0,0,7,8,0,9,0,0,0,0,0,1,0
65,0,16,9,10,21,27,12,13,48,18,9,10,21,27,12,13,48,18,24,0,0
123,0,17,8,9,18,27,12,13,33,21,8,9,18,27,13,14,24,21,24,1,0
61,0,20,6,7,0,6,0,0,0,0,6,7,0,12,20,21,3,0,3,1,1
3,0,14,10,11,24,63,12,13,39,6,10,11,24,63,12,13,39,9,33,1,0
30,0,16,10,11,18,57,13,14,27,24,10,11,18,57,13,14,27,24,27,0,0
6,0,18,7,8,0,18,12,13,33,6,8,9,15,24,12,13,33,6,15,1,0
73,0,20,6,7,0,9,15,16,9,0,6,7,0,12,20,21,3,0,3,1,1
43,0,19,7,8,0,18,0,0,0,0,4,5,0,3,0,0,0,0,0,0,1
81,0,15,10,11,18,48,12,13,57,18,10,11,18,48,12,13,57,18,27,0,0
74,0,20,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
104,0,15,10,11,27,66,12,13,51,18,10,11,27,66,12,13,51,18,36,0,0
6,0,20,6,7,3,9,14,15,9,0,5,6,0,9,22,23,3,0,3,1,1
61,0,14,10,11,24,69,12,13,51,12,10,11,24,69,12,13,51,15,39,1,0
110,0,20,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
17,0,18,7,8,0,18,14,15,12,3,7,8,0,18,15,16,9,0,9,1,0
96,0,19,7,8,0,18,15,16,9,0,7,8,0,18,22,23,3,0,3,0,1
38,0,19,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
109,0,18,8,9,12,18,0,0,0,0,8,9,12,21,11,12,45,12,15,1,1
110,0,14,10,11,33,66,12,13,48,9,10,11,33,66,12,13,48,9,36,0,0
42,0,14,9,10,18,24,12,13,48,9,9,10,18,24,12,13,48,12,21,1,0
107,0,17,8,9,15,24,13,14,21,15,8,9,15,24,13,14,21,18,21,1,0
64,0,16,10,11,24,63,12,13,54,21,10,11,24,63,12,13,54,21,33,0,0
118,0,14,10,11,27,63,12,13,48,18,10,11,27,63,12,13,48,18,33,0,0
14,0,18,8,9,12,18,14,15,15,9,8,9,12,18,14,15,15,9,12,0,0
111,0,19,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1
24,0,19,7,8,0,21,15,16,15,0,7,8,3,21,15,16,15,3,6,1,0
49,0,16,10,11,0,63,12,13,42,15,10,11,0,63,12,13,42,18,33,1,0
16,0,15,10,11,24,66,12,13,54,18,10,11,24,66,12,13,54,18,36,0,0
85,0,18,7,8,0,15,13,14,6,3,7,8,6,15,14,15,9,0,6,1,0
39,0,14,10,11,30,66,0,0,0,0,10,11,30,66,11,12,66,30,36,0,1
11,0,16,9,10,18,24,14,15,18,9,9,10,18,24,14,15,18,9,18,0,0
46,0,17,10,11,24,54,12,13,48,12,10,11,24,54,12,13,48,9,24,1,0
53,0,15,9,10,18,27,12,13,45,9,9,10,18,27,12,13,45,12,21,1,0
66,0,18,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1
126,0,20,6,7,0,6,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
87,0,17,10,11,27,60,12,13,39,24,10,11,27,60,12,13,39,24,30,0,0
76,0,18,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
48,0,20,7,8,0,18,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
1,0,14,10,11,24,54,12,13,45,9,10,11,24,54,12,13,48,9,24,1,0
44,0,15,10,11,36,66,12,13,48,9,10,11,36,66,12,13,48,12,36,1,0
87,0,18,7,8,0,15,15,16,12,0,7,8,6,15,15,16,15,3,6,1,0
49,0,16,10,11,0,63,12,13,42,15,10,11,0,63,12,13,42,18,33,1,0
69,0,20,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,1
94,0,19,7,8,0,15,0,0,0,0,3,4,0,3,0,0,0,0,0,0,1
19,0,18,7,8,0,18,14,15,9,0,7,8,6,18,14,15,12,6,9,1,0
123,0,17,8,9,18,27,12,13,33,21,8,9,18,27,13,14,24,21,24,1,0
51,0,14,10,11,27,63,12,13,54,0,10,11,27,63,12,13,54,9,33,0,1
28,0,20,6,7,6,12,15,16,9,0,5,6,0,9,15,16,12,3,6,1,0
32,0,15,10,11,33,66,12,13,48,21,10,11,33,66,12,13,48,21,36,0,0
64,0,19,7,8,0,18,15,16,12,0,5,6,0,9,15,16,15,0,3,1,1
29,0,14,10,11,30,66,12,13,60,18,10,11,30,66,12,13,60,18,36,0,0
103,0,19,0,0,0,0,0,0,0,0,7,8,0,9,0,0,0,0,0,0,1
114,0,20,6,7,6,15,15,16,15,3,6,7,6,15,16,17,6,0,6,1,0
94,0,20,6,7,0,9,16,17,3,0,6,7,3,9,21,22,3,0,3,1,1
87,0,18,7,8,0,15,15,16,12,0,7,8,6,15,15,16,15,3,6,1,0
119,0,20,6,7,6,12,16,17,9,0,6,7,6,15,16,17,6,0,6,1,0
86,0,19,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,1
118,0,19,7,8,0,18,15,16,12,0,5,6,0,6,22,23,3,0,3,0,1
38,0,20,6,7,0,6,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1
119,0,18,7,8,3,21,15,16,18,0,7,8,6,21,15,16,18,3,18,1,0
125,0,20,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1
